Price,Year,Kilometer,Seating Capacity,Fuel Tank Capacity,Make,Model,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain
710000.0,2017.0,73000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza VDi,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
710000.0,2018.0,72000.0,5.0,48.0,Maruti Suzuki,S-Cross Alpha 1.6,Diesel,Manual,Lucknow,Blue,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
720000.0,2018.0,50197.0,5.0,45.0,Volkswagen,Polo Highline1.0L (P),Petrol,Manual,Pune,Grey,First,Individual,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD
395000.0,2014.0,44527.0,5.0,35.0,Honda,Amaze 1.2 S i-VTEC,Petrol,Manual,Mumbai,Brown,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
2799000.0,2017.0,72400.0,5.0,54.0,Audi,A4 35 TDI Technology,Diesel,Automatic,Bangalore,White,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD
455000.0,2014.0,50000.0,5.0,52.0,Ford,Ecosport Trend 1.5 Ti-VCT,Petrol,Manual,Delhi,White,Second,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
690000.0,2014.0,37000.0,5.0,40.0,Honda,City VX (O) MT,Petrol,Manual,Delhi,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
4085001.5,2021.0,20000.0,5.0,90.0,Mercedes-Benz,GLS 400d 4MATIC,Diesel,Automatic,Delhi,Blue,First,Individual,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD
1995000.0,2020.0,8000.0,5.0,50.0,Tata,Harrier XZA Plus Dark Edition,Diesel,Automatic,Bhubaneswar,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1750000.0,2014.0,69000.0,5.0,65.0,BMW,5-Series 520d Luxury Line,Diesel,Automatic,Jalandhar,White,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
2900000.0,2019.0,25000.0,5.0,63.0,BMW,X1 sDrive20d xLine,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
4085001.5,2022.0,17000.0,5.0,63.0,BMW,X1 sDrive20d xLine,Diesel,Automatic,Mumbai,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
450000.0,2013.0,61000.0,5.0,42.0,Honda,City 1.5 S MT,Petrol,Manual,Delhi,Maroon,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
2149000.0,2015.0,69000.0,5.0,65.0,BMW,5-Series 520d Luxury Line [2017-2019],Diesel,Automatic,Delhi,Silver,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
4085001.5,2015.0,77000.0,5.0,90.0,Mercedes-Benz,GL-Class 350 CDI,Diesel,Automatic,Chennai,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
860000.0,2018.0,82200.0,5.0,44.0,Tata,Nexon XT Diesel [2017-2019],Diesel,Manual,Pune,Grey,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD
875000.0,2018.0,28000.0,5.0,40.0,Honda,City V,Petrol,Manual,Delhi,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
580000.0,2011.0,117000.0,5.0,60.0,Mahindra,Scorpio VLX 4WD BS-III,Diesel,Manual,Salem,White,Second,Individual,2179 cc,122@4000,290@1800,AWD
3500000.0,2021.0,7900.0,5.0,75.0,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,Diesel,Automatic,Hyderabad,Black,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD
229999.0,2010.0,72000.0,5.0,43.0,Maruti Suzuki,Swift DZire VXi,Petrol,Manual,Kanpur,Silver,First,Individual,1298 cc,87@6000,113@4500,FWD
1513000.0,2015.0,79000.0,5.0,64.0,Audi,Q3 2.0 TDI quattro Premium Plus,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
234000.0,2013.0,72600.0,5.0,35.0,Maruti Suzuki,Alto VXi,Petrol,Manual,Panchkula,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
320000.0,2018.0,42313.0,5.0,28.0,Datsun,Redigo S 1.0 AMT [2018-2019],Petrol,Automatic,Bangalore,Grey,Second,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
4085001.5,2021.0,18000.0,5.0,67.0,BMW,X3 xDrive 20d Luxury Line [2018-2020],Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
1025000.0,2019.0,90000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza ZDi Plus,Diesel,Manual,Hyderabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
169000.0,2010.0,18500.0,5.0,35.0,Maruti Suzuki,Alto LXi BS-III,Petrol,Manual,Lucknow,Gold,First,Individual,796 cc,47@6200,62@3000,0
630000.0,2017.0,36000.0,5.0,37.0,Maruti Suzuki,DZire VDi,Diesel,Manual,Patna,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1090000.0,2020.0,26200.0,5.0,45.0,Hyundai,Venue SX Plus 1.0 Turbo DCT,Petrol,Automatic,Delhi,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
700000.0,2019.0,11000.0,5.0,37.0,Maruti Suzuki,Swift LXi Special Edition,Petrol,Manual,Chennai,Silver,Second,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
661000.0,2021.0,14366.0,5.0,37.0,Maruti Suzuki,Swift VXi,Petrol,Manual,Ahmedabad,Others,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
250999.0,2011.0,98000.0,5.0,65.0,Tata,Grande GX,Diesel,Manual,Mumbai,Silver,First,Individual,2179 cc,120@4000,250@1500,0
565000.0,2017.0,65000.0,5.0,60.0,Mahindra,TUV300 T8,Diesel,Manual,Delhi,Red,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD
750000.0,2014.0,126000.0,5.0,55.0,Toyota,Innova 2.5 G 7 STR BS-IV,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD
1850000.0,2015.0,71700.0,5.0,64.0,Audi,Q3 35 TDI Premium + Sunroof,Diesel,Automatic,Navi Mumbai,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
850000.0,2016.0,114000.0,5.0,70.0,Mahindra,XUV500 W6,Diesel,Manual,Lucknow,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
535000.0,2016.0,58339.0,5.0,45.0,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],Diesel,Manual,Panchkula,Grey,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
345000.0,2011.0,50667.0,5.0,10.0,Volkswagen,Vento Highline Petrol AT,Petrol,Automatic,Mumbai,White,Second,Individual,0,0,0,0
770000.0,2019.0,72040.0,5.0,37.0,Maruti Suzuki,DZire VDi AMT,Diesel,Automatic,Pune,Silver,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
3650000.0,2019.0,6000.0,5.0,57.0,BMW,3-Series 330i M Sport Edition,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD
1195000.0,2022.0,6200.0,5.0,45.0,Kia,Sonet GTX Plus 1.0 iMT [2020-2021],Petrol,Manual,Kolkata,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1650000.0,2012.0,44000.0,5.0,90.0,Mercedes-Benz,S-Class 500L,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD
3199000.0,2021.0,6900.0,5.0,66.0,Skoda,Superb L&K TSI AT,Petrol,Automatic,Kolkata,Brown,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
4085001.5,2022.0,2500.0,5.0,80.0,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],Petrol,Automatic,Noida,Grey,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD
625000.0,2016.0,68000.0,5.0,45.0,Volkswagen,Polo GT TSI,Petrol,Automatic,Delhi,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD
745000.0,2018.0,36000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza VDi,Diesel,Manual,Patna,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
551000.0,2021.0,19000.0,5.0,35.0,Hyundai,Santro Sportz,Petrol,Manual,Ahmedabad,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
4085001.5,2019.0,10000.0,5.0,80.0,Mercedes-Benz,E-Class E 220 d Avantgarde,Diesel,Automatic,Chennai,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
4085001.5,2019.0,35000.0,5.0,90.0,Land Rover,Range Rover 3.0 V6 Diesel Vogue,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
3300000.0,2019.0,6400.0,5.0,44.0,MINI,Cooper D 3 Door,Diesel,Automatic,Delhi,Red,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
3250000.0,2019.0,34000.0,5.0,80.0,Ford,Endeavour Titanium Plus 3.2 4x4 AT,Diesel,Automatic,Chennai,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD
690000.0,2016.0,35000.0,5.0,50.0,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,Diesel,Automatic,Delhi,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
894999.0,2019.0,46000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza VDi AGS,Diesel,Automatic,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
550000.0,2016.0,83000.0,5.0,55.0,Skoda,Rapid Ambition 1.6 TDI CR MT,Diesel,Manual,Chandigarh,White,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD
399000.0,2013.0,54000.0,5.0,52.0,Ford,Ecosport Trend 1.5 TDCi,Diesel,Manual,Mumbai,Orange,Third,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD
1275000.0,2020.0,42000.0,5.0,50.0,Kia,Seltos HTX 1.5 [2020-2021],Petrol,Manual,Ahmedabad,Black,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD
535000.0,2020.0,41441.0,5.0,40.0,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],Petrol,Manual,Bangalore,Silver,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
825000.0,2018.0,48174.0,5.0,48.0,Maruti Suzuki,Vitara Brezza VDi,Diesel,Manual,Thane,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
585000.0,2016.0,62591.0,5.0,52.0,Ford,Ecosport Ambiente 1.5L TDCi,Diesel,Manual,Mumbai,Silver,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
675000.0,2017.0,48650.0,5.0,40.0,Honda,Jazz V AT Petrol,Petrol,Automatic,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
795000.0,2017.0,52245.0,5.0,48.0,Maruti Suzuki,S-Cross Alpha 1.3,Diesel,Manual,Pune,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
4085001.5,2021.0,7500.0,5.0,80.0,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],Petrol,Automatic,Delhi,Black,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD
611000.0,2017.0,65000.0,5.0,45.0,Hyundai,Elite i20 Sportz 1.4 CRDI,Diesel,Manual,Kheda,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
390000.0,2015.0,43297.0,5.0,35.0,Maruti Suzuki,Wagon R VXI,Petrol,Manual,Kollam,Red,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
650000.0,2019.0,44710.0,5.0,42.0,Maruti Suzuki,Swift VXi [2014-2017],Petrol,Manual,Pune,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
390000.0,2013.0,62000.0,5.0,67.0,Renault,Fluence 1.5 E4,Diesel,Manual,Lucknow,Silver,First,Individual,1461 cc,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD
2400000.0,2017.0,59267.0,5.0,54.0,Audi,A4 35 TDI Technology,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD
385000.0,2011.0,69000.0,5.0,42.0,Maruti Suzuki,Swift VXi,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
450000.0,2017.0,75000.0,5.0,42.0,Maruti Suzuki,Swift DZire VXI,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
649000.0,2020.0,52236.0,5.0,43.0,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,Petrol,Manual,Udupi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
3499000.0,2020.0,47000.0,5.0,63.0,Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,Diesel,Automatic,Mumbai,White,First,Individual,0,0,0,0
2900000.0,2019.0,15530.0,5.0,50.0,Audi,A3 35 TDI Premium + Sunroof,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
400000.0,2014.0,64000.0,5.0,42.0,Maruti Suzuki,Swift DZire VDI,Diesel,Manual,Agra,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
599000.0,2020.0,35000.0,5.0,37.0,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,Petrol,Automatic,Kolkata,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
2980000.0,2019.0,92000.0,5.0,80.0,Toyota,Fortuner 2.8 4x2 MT [2016-2020],Diesel,Manual,Lucknow,Black,First,Individual,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD
3500000.0,2018.0,18000.0,5.0,54.0,Audi,A4 30 TFSI Technology Pack,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD
400000.0,2016.0,50000.0,5.0,40.0,Honda,Jazz V Petrol,Petrol,Manual,Kolkata,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
4085001.5,2022.0,2000.0,5.0,66.0,Mercedes-Benz,GLC 200 Progressive,Petrol,Automatic,Karnal,White,First,Individual,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD
745000.0,2013.0,72000.0,5.0,10.0,Audi,A4 2.0 TDI Sline,Diesel,Automatic,Gurgaon,Black,First,Individual,0,0,0,0
4085001.5,2016.0,16000.0,5.0,90.0,Mercedes-Benz,GLE 250 d,Diesel,Automatic,Karnal,White,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
3700000.0,2015.0,103890.0,5.0,90.0,Mercedes-Benz,GL-Class 350 CDI,Diesel,Automatic,Lucknow,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
445000.0,2018.0,71000.0,5.0,35.0,Maruti Suzuki,Celerio ZXi [2017-2019],Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1475000.0,2021.0,12000.0,5.0,57.0,Mahindra,Thar LX 4-STR Hard Top Diesel MT,Diesel,Manual,Ludhiana,Red,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
2800000.0,2016.0,93000.0,5.0,80.0,Toyota,Fortuner 2.8 4x2 AT [2016-2020],Diesel,Automatic,Mohali,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
190000.0,2013.0,63000.0,5.0,32.0,Hyundai,Eon Magna [2011-2012],Petrol,Manual,Ludhiana,White,Second,Individual,814 cc,56@5500,75@4000,0
600000.0,2020.0,10000.0,5.0,42.0,Maruti Suzuki,Swift VXi [2014-2017],Petrol,Manual,Meerut,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1835000.0,2020.0,33828.0,5.0,50.0,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
550000.0,2019.0,48000.0,5.0,60.0,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD
715000.0,2017.0,71000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],Diesel,Manual,Delhi,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
2540000.0,2022.0,18000.0,5.0,60.0,Mahindra,XUV700 AX 7 Diesel AT 7 STR,Diesel,Automatic,Delhi,White,First,Individual,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD
525000.0,2019.0,50000.0,5.0,60.0,Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD
425000.0,2015.0,48000.0,5.0,43.0,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
795000.0,2022.0,4000.0,5.0,37.0,Hyundai,Elite i20 Sportz 1.2 IVT,Petrol,Automatic,Kanpur,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD
269000.0,2010.0,73000.0,5.0,42.0,Honda,City 1.5 V MT,Petrol,Manual,Delhi,Silver,Second,Individual,1497 cc,118@6600,146@4600,FWD
1450000.0,2013.0,136500.0,5.0,80.0,Toyota,Fortuner 4x2 AT,Diesel,Automatic,Mumbai,White,First,Individual,2982 cc,171 @3600,343 @1400,0
565000.0,2014.0,68000.0,5.0,43.0,Hyundai,Verna Fluidic 1.6 CRDi,Diesel,Manual,Lucknow,White,First,Individual,1582 cc,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
2550000.0,2015.0,70000.0,5.0,65.0,BMW,5-Series 520d Luxury Line,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
529000.0,2015.0,57654.0,5.0,45.0,Hyundai,i20 Active 1.2 S,Petrol,Manual,Zirakpur,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
400000.0,2019.0,22000.0,5.0,35.0,Maruti Suzuki,Alto VXi (O),Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
360000.0,2012.0,80000.0,5.0,10.0,Volkswagen,Vento Trendline Diesel,Diesel,Manual,Chandigarh,White,Second,Individual,0,0,0,0
975000.0,2019.0,41792.0,5.0,45.0,Maruti Suzuki,XL6 Zeta MT Petrol,Petrol,Manual,Pune,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
2600000.0,2017.0,41000.0,5.0,51.0,BMW,X1 sDrive20d Expedition,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
2390000.0,2013.0,107021.0,5.0,90.0,Mercedes-Benz,GL-Class 350 CDI,Diesel,Automatic,Delhi,White,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
1550000.0,2019.0,17000.0,5.0,50.0,Kia,Seltos GTX Plus 1.4 [2020-2021],Petrol,Manual,Bangalore,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
430000.0,2019.0,57993.0,5.0,35.0,Maruti Suzuki,Alto VXi AMT,Petrol,Automatic,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1275000.0,2021.0,18000.0,5.0,10.0,Tata,Tigor EV XZ Plus,Electric,Automatic,Hyderabad,Grey,First,Individual,0,0,0,FWD
600000.0,2018.0,32000.0,5.0,37.0,Maruti Suzuki,Baleno Delta 1.2,Petrol,Manual,Mohali,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1650000.0,2018.0,25914.0,5.0,55.0,Toyota,Corolla Altis VL AT Petrol,Petrol,Automatic,Pune,Brown,First,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD
3350000.0,2014.0,49235.0,5.0,10.0,Jaguar,XF 3.0 V6 Premium Luxury,Diesel,Automatic,Bangalore,Purple,First,Individual,0,0,0,0
4085001.5,2022.0,4500.0,5.0,85.0,Audi,Q7 Technology 55 TFSI,Petrol,Automatic,Delhi,Black,First,Individual,2995 cc,335 bhp @ 5200 rpm,500 Nm @ 1370 rpm,AWD
250000.0,2014.0,114000.0,5.0,35.0,Maruti Suzuki,Alto VXi,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
994999.0,2016.0,105000.0,5.0,70.0,Mahindra,XUV500 W10 AT,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
675000.0,2016.0,45000.0,5.0,48.0,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],Diesel,Manual,Jalandhar,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
455000.0,2014.0,30183.0,5.0,42.0,Maruti Suzuki,Swift DZire VXI,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
375000.0,2012.0,78000.0,5.0,10.0,Volkswagen,Polo Comfortline 1.2L (D),Diesel,Manual,Raipur,Grey,Third,Individual,0,0,0,0
345000.0,2016.0,73190.0,5.0,35.0,Maruti Suzuki,Wagon R VXI,Petrol,Manual,Nagpur,Grey,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
4085001.5,2022.0,13120.0,5.0,51.0,BMW,X1 sDrive20i xLine,Petrol,Automatic,Pune,White,First,Individual,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD
700000.0,2014.0,64000.0,5.0,56.0,Hyundai,Elantra 1.8 SX MT,Petrol,Manual,Dehradun,White,First,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD
499000.0,2014.0,136500.0,5.0,40.0,Honda,City E Diesel,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
590000.0,2015.0,39000.0,5.0,43.0,Maruti Suzuki,Ciaz VXi,Petrol,Manual,Delhi,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
490000.0,2014.0,56918.0,5.0,41.0,Nissan,Micra XV CVT [2016-2017],Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,FWD
695000.0,2018.0,55000.0,5.0,37.0,Maruti Suzuki,DZire VDi AMT,Diesel,Automatic,Delhi,Grey,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1025000.0,2019.0,42000.0,5.0,45.0,Hyundai,Venue SX 1.4 CRDi,Diesel,Manual,Mumbai,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
3375000.0,2021.0,25000.0,5.0,60.0,Volkswagen,Tiguan AllSpace 2.0 TSI,Petrol,Automatic,Mumbai,Silver,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD
2250000.0,2019.0,28000.0,5.0,55.0,Toyota,Innova 2.4 VX 8 STR [2016-2020],Diesel,Manual,Pune,Maroon,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
2650000.0,2018.0,43000.0,5.0,50.0,Mercedes-Benz,GLA 200 d Sport,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
715000.0,2021.0,16000.0,5.0,37.0,Maruti Suzuki,Baleno Delta 1.2,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1200000.0,2019.0,27657.0,5.0,55.0,Hyundai,Creta SX 1.6 AT CRDi,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
275000.0,2012.0,30000.0,5.0,32.0,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],Petrol,Manual,Indore,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD
445000.0,2012.0,111000.0,5.0,42.0,Honda,City 1.5 V MT,Petrol,Manual,Ernakulam,Red,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1850000.0,2016.0,37600.0,5.0,50.0,Mercedes-Benz,A-Class A 200d,Diesel,Automatic,Pune,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1400 rpm,FWD
